S.no.,Wave,AGE,NATIONALITY,GENDER,Preferred brand,Love_index,Fav flavor,wide variety,Outdoor seating,new products,VFM,cust service,healthy foods,branches across,drivethru,packaging,delivery,opens 24/7,calm place,Decorof the shopcor ,comfortable seating,app for early order ,variety of milk,saudi company,International brand,consistent,trustworthy,spacious shops,maket leader,recommended brand,quality of beans,customozition,No VAT,Brand Functionality,Innovation ,Uniqueness / Different,Price,Worth,Physical Availability,Mental Availability
iQrkt1C,2,28,Saudis,Male,Starbucks,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,8,3,1,4,5
v2vecI1,2,41,Saudis,Female,OverDose,6,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,9,9,5,1,5,2
KWonPKk,2,35,Saudis,Female,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKtkRV0,2,46,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,6,0,7,5
bKocqgm,2,39,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,10,1,7,7
FBgat6i,2,32,Indian,Male,Dunkin Coffee,10,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,9,10,10,3,2,7,7
EYSObkW,2,34,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,10,8,10,0,1,7,6
KLpMAmT,2,46,Saudis,Male,Barns,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,8,8,6,0,6,4
QoJdCaR,2,37,Philippines,Female,Other 2 from Q018,8,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,8,8,9,7,2,6,5
dLHkfGn,2,40,Saudis,Female,Java caf,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,9,9,9,2,1,5,3
KroQVhP,2,30,Saudis,Male,Other from Q017,10,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,8,10,9,5,1,4,4
h8ZdlPh,2,27,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,10,5,1,7,4
XB2if2v,2,35,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,10,2,7,7
Xn1TedW,2,29,Saudis,Female,8oz,10,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,9,6,6,2,0,4,4
jdztFTJ,2,47,Palestinian,Male,Dunkin Coffee,10,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,9,9,7,8,1,6,7
O6ky6RP,2,33,Philippines,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,10,7,7,1,0,7,7
xJMP9hb,2,27,Saudis,Female,Starbucks,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,6,2,4,5,2,4,4
udF0sAh,2,35,Sudanese,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,10,2,2,7,4
tP8oOlI,2,43,Saudis,Male,Starbucks,10,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,7,1,7,7
1UVJ8FG,2,28,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,2,7,7
NvDTrWL,2,41,Saudis,Male,Starbucks,10,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,9,1,7,7
7UgMMXt,2,32,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,8,1,7,5
06dBZPa,2,28,Saudis,Female,Dr  Caf,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,9,0,7,7
DUgRDGj,2,45,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10,9,6,1,7,7
Pg2lq9F,2,29,Egyptian,Male,Other from Q017,4,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,3,6,4,5,2,4,5
blCpFo2,2,31,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,8,8,9,2,4,5
fDGIRWQ,2,47,Pakistani,Male,Mc Cafe,6,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,9,6,4
hf4JpST,2,54,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,5,2,7,7
mBVw4Vq,2,54,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,1,7,7
7EMRC6i,2,46,Philippines,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,8,8,7,8,2,6,6
MvjBAgs,2,57,Saudis,Male,Starbucks,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,7,8,1,5,5
xcQLwht,2,32,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,2,7,7
EKKJHWG,2,37,Indian,Male,Dunkin Coffee,8,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,8,7,9,6,0,6,5
iDt5nEF,2,33,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,99,10,10,8,1,7,7
Mo0S2Ae,2,31,Saudis,Male,Dr  Caf,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,7,0,6,7
519mkie,2,39,Egyptian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,9,9,8,1,7,6
Thqh6aw,2,30,Saudis,Male,Barns,10,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,10,9,10,6,1,5,5
XBA38xo,2,35,Saudis,Male,Starbucks,9,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,10,0,1,6,6
QK3UR0s,2,45,Saudis,Male,Half Million,5,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,5,5,5,1,9,4,5
HUjxJd9,2,37,Philippines,Female,Starbucks,10,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,5,9,8,8,1,6,5
goTBIka,2,34,Saudis,Female,Starbucks,10,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,7,8,1,3,6
F6exlzZ,2,43,Egyptian,Male,Starbucks,8,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,9,10,10,10,0,7,7
7orrwYP,2,37,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,7,7
PoUStLU,2,41,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,10,4,8,2,1,5,4
S9r0yXF,2,36,Indian,Male,Starbucks,9,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,9,8,6,8,1,7,7
NQWJ0tR,2,20,Saudis,Male,Other from Q017,10,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,9,3,5,4,2,6,4
JbdHLSq,2,26,Egyptian,Male,Kyan,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,9,9,9,8,1,5,6
zrMvbyH,2,20,Saudis,Male,Dunkin Coffee,10,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,10,8,10,2,1,7,7
xRkPdyt,2,40,Saudis,Female,Half Million,10,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,10,10,10,2,1,1,1
BleAVSj,2,27,Saudis,Male,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0kPE0bU,2,30,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,10,8,6,1,6,6
qN5ZZaU,2,37,Saudis,Male,Barns,10,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,10,10,10,0,1,6,5
PLoJTKp,2,20,Saudis,Male,Mc Cafe,10,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,10,10,10,8,1,6,6
CvpdgWH,2,20,Saudis,Female,Dunkin Coffee,4,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,10,2,4,0,5,4
3Wgn7c9,2,19,Saudis,Male,Half Million,6,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,6,5,6,3,1,4,6
WO0Mibx,2,21,Saudis,Female,Starbucks,5,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,99,10,7,99,9,4,1
ZRNuHSA,2,19,Saudis,Male,Mc Cafe,7,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,6,7,10,8,2,7,5
OblW7vk,2,19,Saudis,Female,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,2,5,6
8L8g5S9,2,31,Saudis,Female,Starbucks,10,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,10,10,10,10,2,7,7
ibhzupq,2,20,Saudis,Male,8oz,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,5,3,8,5,2,4,5
Ce6NJVv,2,29,Pakistani,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,10,10,10,0,2,7,7
LLXkmJK,2,19,Saudis,Female,Dose caf,6,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,4,6,8,8,0,5,4
jJ3jOYq,2,20,Saudis,Male,Starbucks,10,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,9,9,9,10,2,3,7
aJmh4lR,2,38,Sudanese,Male,Starbucks,7,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,9,9,8,9,0,7,7
Iz4kcf6,2,42,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,8,10,0,5,5
dDWqCs2,2,51,Saudis,Female,Starbucks,9,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,9,10,10,8,0,5,6
Q0T4TQs,2,41,Pakistani,Male,Starbucks,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,8,2,7,7
jEboWgH,2,25,Indian,Female,OverDose,8,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,9,10,7,5,1,7,6
3kMHmfF,2,33,Jordanian,Male,Camel Step,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,99,0,7,7
lFGP1TY,2,29,Saudis,Female,Dose caf,6,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,6,6,5,5,1,4,6
b3XE3kp,2,29,Pakistani,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,7,1,7,7
jO2sIV6,2,28,Saudis,Female,Mc Cafe,5,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,5,5,5,6,0,5,5
y8cjzoe,2,28,Saudis,Female,Other 1 from Q018,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,5,4,5,2,1,4,4
5n5zsBk,2,36,Egyptian,Male,Other from Q017,9,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,9,8,9,3,1,5,6
BhAJC8O,2,33,Saudis,Female,Half Million,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,9,7,10,7,1,4,5
TMiwrxP,2,45,Egyptian,Male,Costa,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,7,4,1,6,5
USo03Pv,2,41,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,2,7,7
67s5Jln,2,22,Saudis,Male,Starbucks,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,0,7,7
Xofxjba,2,20,Saudis,Female,Coffee Address,10,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,10,8,4,10,9,6,2
kNfAAI7,2,21,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,10,7,5,2,6,5
DNSXKaX,2,19,Saudis,Female,Other 1 from Q019,10,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,10,10,10,8,1,7,7
xdRNRM9,2,46,Philippines,Male,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,8,2,7,7
vBiBQfJ,2,20,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,7,1,7,5
e1kIWmp,2,18,Sudanese,Male,Mc Cafe,5,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,99,99,99,99,1,4,7
98OcScD,2,43,Saudis,Male,Starbucks,9,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,8,10,9,10,1,7,6
2yxHOOr,2,27,Saudis,Female,Kyan,8,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,8,6,8,4,1,5,5
v1pPDcw,2,30,Sudanese,Male,Kyan,7,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,8,6,7,5,0,7,7
us1SAIa,2,29,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,8,2,1,5,3
ErG0vJv,2,18,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,5,3,1,7,7
eOu2Kyi,2,20,Indian,Male,Starbucks,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,3,4,3,1,3,3
mtU35bN,2,46,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,8,9,8,1,2,5,4
Pgs5oDT,2,34,Saudis,Male,Barns,10,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,10,10,10,0,2,3,7
aQv4QnQ,2,28,Saudis,Female,Starbucks,8,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,10,9,7,6,9,6,6
X7xuyn4,2,30,Saudis,Male,Dose caf,9,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8,6,5,7,1,6,5
uR7e02l,2,38,Syrian,Female,Starbucks,9,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,9,7,7,9,1,5,6
KnUTRIj,2,36,Pakistani,Male,Barns,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,8,6,9,8,1,6,5
bjROv6A,2,27,Saudis,Female,Starbucks,4,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,5,9,8,9,1,6,7
gndGriz,2,42,Saudis,Male,Dr  Caf,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,10,1,2,4,7
jZfMxHN,2,27,Saudis,Male,Starbucks,10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,4,2,7,7
3rUn6iN,2,35,Saudis,Male,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,2,7,7
7qqq1p9,2,27,Saudis,Female,Starbucks,10,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8,8,9,7,1,5,6
BHPa0ro,2,39,Saudis,Male,Mc Cafe,9,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,9,10,9,7,0,6,6
jkG3PkR,2,33,Saudis,Male,Starbucks,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99,6,6,9,9,5,3
4LYqva9,2,50,Egyptian,Male,Starbucks,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,1,6,5
3wjRR7O,2,33,Egyptian,Male,Half Million,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,8,1,5,5
trgRVW2,2,30,Saudis,Male,Dunkin Coffee,7,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,7,6,8,8,2,5,4
FiPIXHA,2,33,Saudis,Male,Dr  Caf,9,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,9,5,5,7,1,5,5
XNiAcCB,2,35,Saudis,Male,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,3,2,7,7
jXTBk19,2,29,Saudis,Female,Dunkin Coffee,10,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,10,10,10,3,1,7,7
iyfTOPS,2,35,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,7,7
Erst7K0,2,22,Saudis,Male,Starbucks,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,7,9,2,6,7
hPV8HsB,2,23,Saudis,Male,Starbucks,10,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,99,2,7,7
b2Mcjak,2,30,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,5,1,6,6
HiEP0z7,2,28,Saudis,Female,Starbucks,6,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,7,10,10,5,9,3,2
rIngHTq,2,29,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,1,7,7
dAfTv55,2,41,Jordanian,Female,Starbucks,10,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,10,10,10,2,1,7,4
6MWxD0I,2,29,Saudis,Female,Starbucks,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,7,9,8,0,6,6
B5EK1T2,2,30,Egyptian,Male,Starbucks,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,8,9,8,1,6,6
4zc6glf,2,22,Saudis,Male,Starbucks,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,6,6,7,0,5,5
biTBD03,2,29,Saudis,Female,Dunkin Coffee,10,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,10,10,9,3,1,4,7
ODnitSk,2,48,Saudis,Female,Dr  Caf,9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,8,9,5,8,1,4,4
Lg7iMTv,2,38,Saudis,Male,Starbucks,10,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,10,7,10,4,1,5,7
uz4OZZ6,2,25,Saudis,Female,Dunkin Coffee,9,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,10,6,8,3,0,5,4
T2vG9Vr,2,41,Pakistani,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,7,2,7,6
v4CyvS7,2,32,Saudis,Female,Starbucks,10,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,10,10,10,10,1,6,5
mc2lYfs,2,25,Egyptian,Female,Barns,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8,9,8,4,1,4,5
ByqGjwW,2,33,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,1,6,6
T8Aalml,2,28,Saudis,Female,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l7sDN8g,2,35,Egyptian,Male,Starbucks,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,9,8,8,2,6,7
iYwXui5,2,26,Saudis,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,10,9,8,1,6,7
a8QHtoA,2,28,Saudis,Female,8oz,7,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,9,10,8,9,1,6,5
9fsXGVr,2,26,Saudis,Male,Other 1 from Q018,5,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,8,9,10,8,0,5,7
LNbIKgc,2,28,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,6,6
mRlPpEi,2,30,Saudis,Male,Dunkin Coffee,8,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,6,9,6,4,1,6,6
cazyxGo,2,35,Pakistani,Male,Starbucks,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,4,4
9hImZD3,2,26,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,1,7,7
7FfcMWU,2,51,Saudis,Male,Dunkin Coffee,9,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,9,7,8,4,1,4,4
FTzBgzF,2,34,Saudis,Male,Starbucks,10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,5,2,7,7
mzMSrlJ,2,51,Saudis,Male,Starbucks,8,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,8,7,8,8,1,5,7
tkl8UfL,2,39,Saudis,Female,Starbucks,10,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,5,1,7,7
fVjmhnr,2,27,Saudis,Male,OverDose,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,4,1,6,5
Hc5eW4Z,2,47,Saudis,Female,Starbucks,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,10,10,10,10,1,7,7
ioKYin8,2,28,Saudis,Female,Barns,10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,10,10,10,4,1,7,7
GipIxpv,2,36,Saudis,Female,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,0,6,6
